文件名,文件大小(字节),本地完整路径,云端路径,云端链接,上传状态,上传时间,所属文件夹,相对路径
基于SOLO理论的高中生数学运算素养的发展研究_陈秋婵.pdf,1778412,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十四：SOLO理论\基于SOLO理论的高中生数学运算素养的发展研究_陈秋婵.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十四：SOLO理论/基于SOLO理论的高中生数学运算素养的发展研究_陈秋婵.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十四：SOLO理论/基于SOLO理论的高中生数学运算素养的发展研究_陈秋婵.pdf,成功,2026-04-04 19:27:35,math-teaching-resources/理论卡片,理论文献\理论卡片二十四：SOLO理论\基于SOLO理论的高中生数学运算素养的发展研究_陈秋婵.pdf
新课程背景下依据SOLO理论对高中数学导数分层教学的应用研究_蒲琦.pdf,1075737,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十四：SOLO理论\新课程背景下依据SOLO理论对高中数学导数分层教学的应用研究_蒲琦.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十四：SOLO理论/新课程背景下依据SOLO理论对高中数学导数分层教学的应用研究_蒲琦.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十四：SOLO理论/新课程背景下依据SOLO理论对高中数学导数分层教学的应用研究_蒲琦.pdf,成功,2026-04-04 19:27:36,math-teaching-resources/理论卡片,理论文献\理论卡片二十四：SOLO理论\新课程背景下依据SOLO理论对高中数学导数分层教学的应用研究_蒲琦.pdf
基于差异教学理论的高中数学建模活动_彭朋.pdf,87871,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十：差异教学理论\基于差异教学理论的高中数学建模活动_彭朋.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十：差异教学理论/基于差异教学理论的高中数学建模活动_彭朋.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十：差异教学理论/基于差异教学理论的高中数学建模活动_彭朋.pdf,成功,2026-04-04 19:27:36,math-teaching-resources/理论卡片,理论文献\理论卡片二十：差异教学理论\基于差异教学理论的高中数学建模活动_彭朋.pdf
差异教学模式在高中数学教学中的实践探索_徐真.pdf,512832,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十：差异教学理论\差异教学模式在高中数学教学中的实践探索_徐真.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十：差异教学理论/差异教学模式在高中数学教学中的实践探索_徐真.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十：差异教学理论/差异教学模式在高中数学教学中的实践探索_徐真.pdf,成功,2026-04-04 19:27:36,math-teaching-resources/理论卡片,理论文献\理论卡片二十：差异教学理论\差异教学模式在高中数学教学中的实践探索_徐真.pdf
差异教学理论在数学教学中的应用_周振环.pdf,201821,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十：差异教学理论\差异教学理论在数学教学中的应用_周振环.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十：差异教学理论/差异教学理论在数学教学中的应用_周振环.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十：差异教学理论/差异教学理论在数学教学中的应用_周振环.pdf,成功,2026-04-04 19:27:36,math-teaching-resources/理论卡片,理论文献\理论卡片二十：差异教学理论\差异教学理论在数学教学中的应用_周振环.pdf
差异教学理论指导高三数学课堂教学.pdf,1235466,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十：差异教学理论\差异教学理论指导高三数学课堂教学.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十：差异教学理论/差异教学理论指导高三数学课堂教学.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十：差异教学理论/差异教学理论指导高三数学课堂教学.pdf,成功,2026-04-04 19:27:37,math-teaching-resources/理论卡片,理论文献\理论卡片二十：差异教学理论\差异教学理论指导高三数学课堂教学.pdf
重点高中数学差异教学理论与实践_王忠义.pdf,3986957,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二十：差异教学理论\重点高中数学差异教学理论与实践_王忠义.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二十：差异教学理论/重点高中数学差异教学理论与实践_王忠义.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二十：差异教学理论/重点高中数学差异教学理论与实践_王忠义.pdf,成功,2026-04-04 19:27:39,math-teaching-resources/理论卡片,理论文献\理论卡片二十：差异教学理论\重点高中数学差异教学理论与实践_王忠义.pdf
陶行知教育思想理论研究与创新实践的现实思考_周洪宇.pdf,1108435,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二：陶行知教育理论\陶行知教育思想理论研究与创新实践的现实思考_周洪宇.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二：陶行知教育理论/陶行知教育思想理论研究与创新实践的现实思考_周洪宇.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二：陶行知教育理论/陶行知教育思想理论研究与创新实践的现实思考_周洪宇.pdf,成功,2026-04-04 19:27:40,math-teaching-resources/理论卡片,理论文献\理论卡片二：陶行知教育理论\陶行知教育思想理论研究与创新实践的现实思考_周洪宇.pdf
陶行知理论视角下小学数学思维能力培养策略研究_赵潇.pdf,1121640,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二：陶行知教育理论\陶行知理论视角下小学数学思维能力培养策略研究_赵潇.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二：陶行知教育理论/陶行知理论视角下小学数学思维能力培养策略研究_赵潇.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二：陶行知教育理论/陶行知理论视角下小学数学思维能力培养策略研究_赵潇.pdf,成功,2026-04-04 19:27:41,math-teaching-resources/理论卡片,理论文献\理论卡片二：陶行知教育理论\陶行知理论视角下小学数学思维能力培养策略研究_赵潇.pdf
陶行知生活教育理论指导下的初中数学教学优化探究_蔡露露.pdf,1325645,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片二：陶行知教育理论\陶行知生活教育理论指导下的初中数学教学优化探究_蔡露露.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片二：陶行知教育理论/陶行知生活教育理论指导下的初中数学教学优化探究_蔡露露.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片二：陶行知教育理论/陶行知生活教育理论指导下的初中数学教学优化探究_蔡露露.pdf,成功,2026-04-04 19:27:41,math-teaching-resources/理论卡片,理论文献\理论卡片二：陶行知教育理论\陶行知生活教育理论指导下的初中数学教学优化探究_蔡露露.pdf
基于学习动机理论开展初中数学教学的策略探究_马良云.pdf,1215833,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片五：学习动机理论\基于学习动机理论开展初中数学教学的策略探究_马良云.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片五：学习动机理论/基于学习动机理论开展初中数学教学的策略探究_马良云.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片五：学习动机理论/基于学习动机理论开展初中数学教学的策略探究_马良云.pdf,成功,2026-04-04 19:27:42,math-teaching-resources/理论卡片,理论文献\理论卡片五：学习动机理论\基于学习动机理论开展初中数学教学的策略探究_马良云.pdf
奥苏贝尔学习动机理论下初中生学习内驱力提升的个案研究_白秀艳.pdf,2121476,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片五：学习动机理论\奥苏贝尔学习动机理论下初中生学习内驱力提升的个案研究_白秀艳.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片五：学习动机理论/奥苏贝尔学习动机理论下初中生学习内驱力提升的个案研究_白秀艳.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片五：学习动机理论/奥苏贝尔学习动机理论下初中生学习内驱力提升的个案研究_白秀艳.pdf,成功,2026-04-04 19:27:43,math-teaching-resources/理论卡片,理论文献\理论卡片五：学习动机理论\奥苏贝尔学习动机理论下初中生学习内驱力提升的个案研究_白秀艳.pdf
学习动机理论在小学数学教学中的应用策略研究_谭晓艳.pdf,1727469,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片五：学习动机理论\学习动机理论在小学数学教学中的应用策略研究_谭晓艳.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片五：学习动机理论/学习动机理论在小学数学教学中的应用策略研究_谭晓艳.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片五：学习动机理论/学习动机理论在小学数学教学中的应用策略研究_谭晓艳.pdf,成功,2026-04-04 19:27:44,math-teaching-resources/理论卡片,理论文献\理论卡片五：学习动机理论\学习动机理论在小学数学教学中的应用策略研究_谭晓艳.pdf
基于TPACK理论的教学研究——以“指数函数”的教学为例_张扬.pdf,1896251,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片八：TPACK理论\基于TPACK理论的教学研究——以“指数函数”的教学为例_张扬.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片八：TPACK理论/基于TPACK理论的教学研究——以“指数函数”的教学为例_张扬.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片八：TPACK理论/基于TPACK理论的教学研究——以“指数函数”的教学为例_张扬.pdf,成功,2026-04-04 19:27:45,math-teaching-resources/理论卡片,理论文献\理论卡片八：TPACK理论\基于TPACK理论的教学研究——以“指数函数”的教学为例_张扬.pdf
基于TPACK理论的高中数学“概率与统计”教学——以“正态分布”为例_王喆.pdf,837179,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片八：TPACK理论\基于TPACK理论的高中数学“概率与统计”教学——以“正态分布”为例_王喆.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片八：TPACK理论/基于TPACK理论的高中数学“概率与统计”教学——以“正态分布”为例_王喆.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片八：TPACK理论/基于TPACK理论的高中数学“概率与统计”教学——以“正态分布”为例_王喆.pdf,成功,2026-04-04 19:27:46,math-teaching-resources/理论卡片,理论文献\理论卡片八：TPACK理论\基于TPACK理论的高中数学“概率与统计”教学——以“正态分布”为例_王喆.pdf
基于TPACK的高中数学教学设计——以“椭圆及其标准方程”为例_黄月球.pdf,634628,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片八：TPACK理论\基于TPACK的高中数学教学设计——以“椭圆及其标准方程”为例_黄月球.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片八：TPACK理论/基于TPACK的高中数学教学设计——以“椭圆及其标准方程”为例_黄月球.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片八：TPACK理论/基于TPACK的高中数学教学设计——以“椭圆及其标准方程”为例_黄月球.pdf,成功,2026-04-04 19:27:46,math-teaching-resources/理论卡片,理论文献\理论卡片八：TPACK理论\基于TPACK的高中数学教学设计——以“椭圆及其标准方程”为例_黄月球.pdf
融合与创新：TPACK框架下的高中信息技术课程教学实践研究_赵斌.pdf,1858385,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片八：TPACK理论\融合与创新：TPACK框架下的高中信息技术课程教学实践研究_赵斌.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片八：TPACK理论/融合与创新：TPACK框架下的高中信息技术课程教学实践研究_赵斌.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片八：TPACK理论/融合与创新：TPACK框架下的高中信息技术课程教学实践研究_赵斌.pdf,成功,2026-04-04 19:27:47,math-teaching-resources/理论卡片,理论文献\理论卡片八：TPACK理论\融合与创新：TPACK框架下的高中信息技术课程教学实践研究_赵斌.pdf
ARCS动机模型在高中数学教学中的应用研究_方敏.pdf,2438945,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片六：ARCS 动机理论\ARCS动机模型在高中数学教学中的应用研究_方敏.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片六：ARCS 动机理论/ARCS动机模型在高中数学教学中的应用研究_方敏.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片六：ARCS 动机理论/ARCS动机模型在高中数学教学中的应用研究_方敏.pdf,成功,2026-04-04 19:27:49,math-teaching-resources/理论卡片,理论文献\理论卡片六：ARCS 动机理论\ARCS动机模型在高中数学教学中的应用研究_方敏.pdf
ARCS模型在高中数学教学设计中的运用研究_梁燕.pdf,5648125,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片六：ARCS 动机理论\ARCS模型在高中数学教学设计中的运用研究_梁燕.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片六：ARCS 动机理论/ARCS模型在高中数学教学设计中的运用研究_梁燕.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片六：ARCS 动机理论/ARCS模型在高中数学教学设计中的运用研究_梁燕.pdf,成功,2026-04-04 19:27:52,math-teaching-resources/理论卡片,理论文献\理论卡片六：ARCS 动机理论\ARCS模型在高中数学教学设计中的运用研究_梁燕.pdf
基于ARCS模型的高中数学教学研究_许则林.pdf,2150000,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片六：ARCS 动机理论\基于ARCS模型的高中数学教学研究_许则林.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片六：ARCS 动机理论/基于ARCS模型的高中数学教学研究_许则林.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片六：ARCS 动机理论/基于ARCS模型的高中数学教学研究_许则林.pdf,成功,2026-04-04 19:27:53,math-teaching-resources/理论卡片,理论文献\理论卡片六：ARCS 动机理论\基于ARCS模型的高中数学教学研究_许则林.pdf
再看行为主义理论对高中数学教学的启示.pdf,922705,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片十一：行为主义学习理论\再看行为主义理论对高中数学教学的启示.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片十一：行为主义学习理论/再看行为主义理论对高中数学教学的启示.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片十一：行为主义学习理论/再看行为主义理论对高中数学教学的启示.pdf,成功,2026-04-04 19:27:54,math-teaching-resources/理论卡片,理论文献\理论卡片十一：行为主义学习理论\再看行为主义理论对高中数学教学的启示.pdf
基于行为主义的数学教育理论.pdf,83989,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片十一：行为主义学习理论\基于行为主义的数学教育理论.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片十一：行为主义学习理论/基于行为主义的数学教育理论.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片十一：行为主义学习理论/基于行为主义的数学教育理论.pdf,成功,2026-04-04 19:27:54,math-teaching-resources/理论卡片,理论文献\理论卡片十一：行为主义学习理论\基于行为主义的数学教育理论.pdf
有效学习_基于行为主义学习理论.pdf,276155,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片十一：行为主义学习理论\有效学习_基于行为主义学习理论.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片十一：行为主义学习理论/有效学习_基于行为主义学习理论.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片十一：行为主义学习理论/有效学习_基于行为主义学习理论.pdf,成功,2026-04-04 19:27:54,math-teaching-resources/理论卡片,理论文献\理论卡片十一：行为主义学习理论\有效学习_基于行为主义学习理论.pdf
浅析行为主义学习理论.pdf,595148,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片十一：行为主义学习理论\浅析行为主义学习理论.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片十一：行为主义学习理论/浅析行为主义学习理论.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片十一：行为主义学习理论/浅析行为主义学习理论.pdf,成功,2026-04-04 19:27:54,math-teaching-resources/理论卡片,理论文献\理论卡片十一：行为主义学习理论\浅析行为主义学习理论.pdf
浅析行为主义学习理论和认知主义学习理论.pdf,1394160,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片十一：行为主义学习理论\浅析行为主义学习理论和认知主义学习理论.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片十一：行为主义学习理论/浅析行为主义学习理论和认知主义学习理论.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片十一：行为主义学习理论/浅析行为主义学习理论和认知主义学习理论.pdf,成功,2026-04-04 19:27:55,math-teaching-resources/理论卡片,理论文献\理论卡片十一：行为主义学习理论\浅析行为主义学习理论和认知主义学习理论.pdf
基于波利亚理论的高中数列解题教学策略实践研究.pdf,3639762,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片十七：波利亚解题理论\基于波利亚理论的高中数列解题教学策略实践研究.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片十七：波利亚解题理论/基于波利亚理论的高中数列解题教学策略实践研究.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片十七：波利亚解题理论/基于波利亚理论的高中数列解题教学策略实践研究.pdf,成功,2026-04-04 19:27:57,math-teaching-resources/理论卡片,理论文献\理论卡片十七：波利亚解题理论\基于波利亚理论的高中数列解题教学策略实践研究.pdf
基于波利亚解题思想的高中立体几何解题教学研究.pdf,2837133,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片十七：波利亚解题理论\基于波利亚解题思想的高中立体几何解题教学研究.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片十七：波利亚解题理论/基于波利亚解题思想的高中立体几何解题教学研究.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片十七：波利亚解题理论/基于波利亚解题思想的高中立体几何解题教学研究.pdf,成功,2026-04-04 19:27:59,math-teaching-resources/理论卡片,理论文献\理论卡片十七：波利亚解题理论\基于波利亚解题思想的高中立体几何解题教学研究.pdf
基于波利亚解题理论的教学研究--以“导数应用”为例.pdf,2758824,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片十七：波利亚解题理论\基于波利亚解题理论的教学研究--以“导数应用”为例.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片十七：波利亚解题理论/基于波利亚解题理论的教学研究--以“导数应用”为例.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片十七：波利亚解题理论/基于波利亚解题理论的教学研究--以“导数应用”为例.pdf,成功,2026-04-04 19:28:00,math-teaching-resources/理论卡片,理论文献\理论卡片十七：波利亚解题理论\基于波利亚解题理论的教学研究--以“导数应用”为例.pdf
波利亚理论下的高中数学“复杂情境”问题教学探索_齐飞.pdf,1239321,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片十七：波利亚解题理论\波利亚理论下的高中数学“复杂情境”问题教学探索_齐飞.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片十七：波利亚解题理论/波利亚理论下的高中数学“复杂情境”问题教学探索_齐飞.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片十七：波利亚解题理论/波利亚理论下的高中数学“复杂情境”问题教学探索_齐飞.pdf,成功,2026-04-04 19:28:01,math-teaching-resources/理论卡片,理论文献\理论卡片十七：波利亚解题理论\波利亚理论下的高中数学“复杂情境”问题教学探索_齐飞.pdf
波利亚解题理论在三角函数习题课教学中的应用研究.pdf,4122373,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片十七：波利亚解题理论\波利亚解题理论在三角函数习题课教学中的应用研究.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片十七：波利亚解题理论/波利亚解题理论在三角函数习题课教学中的应用研究.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片十七：波利亚解题理论/波利亚解题理论在三角函数习题课教学中的应用研究.pdf,成功,2026-04-04 19:28:03,math-teaching-resources/理论卡片,理论文献\理论卡片十七：波利亚解题理论\波利亚解题理论在三角函数习题课教学中的应用研究.pdf
波利亚解题理论在圆锥曲线习题课中的应用研究.pdf,4570749,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片十七：波利亚解题理论\波利亚解题理论在圆锥曲线习题课中的应用研究.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片十七：波利亚解题理论/波利亚解题理论在圆锥曲线习题课中的应用研究.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片十七：波利亚解题理论/波利亚解题理论在圆锥曲线习题课中的应用研究.pdf,成功,2026-04-04 19:28:06,math-teaching-resources/理论卡片,理论文献\理论卡片十七：波利亚解题理论\波利亚解题理论在圆锥曲线习题课中的应用研究.pdf
波利亚解题理论在高中数学教学中的应用——以_基本不等式_为例.pdf,952869,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片十七：波利亚解题理论\波利亚解题理论在高中数学教学中的应用——以_基本不等式_为例.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片十七：波利亚解题理论/波利亚解题理论在高中数学教学中的应用——以_基本不等式_为例.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片十七：波利亚解题理论/波利亚解题理论在高中数学教学中的应用——以_基本不等式_为例.pdf,成功,2026-04-04 19:28:06,math-teaching-resources/理论卡片,理论文献\理论卡片十七：波利亚解题理论\波利亚解题理论在高中数学教学中的应用——以_基本不等式_为例.pdf
人本主义学习理论对教学设计的指导意义.pdf,324821,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片十三：人本主义学习理论\人本主义学习理论对教学设计的指导意义.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片十三：人本主义学习理论/人本主义学习理论对教学设计的指导意义.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片十三：人本主义学习理论/人本主义学习理论对教学设计的指导意义.pdf,成功,2026-04-04 19:28:07,math-teaching-resources/理论卡片,理论文献\理论卡片十三：人本主义学习理论\人本主义学习理论对教学设计的指导意义.pdf
人本主义学习理论对教师的启示.pdf,130133,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片十三：人本主义学习理论\人本主义学习理论对教师的启示.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片十三：人本主义学习理论/人本主义学习理论对教师的启示.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片十三：人本主义学习理论/人本主义学习理论对教师的启示.pdf,成功,2026-04-04 19:28:07,math-teaching-resources/理论卡片,理论文献\理论卡片十三：人本主义学习理论\人本主义学习理论对教师的启示.pdf
人本主义学习理论导向下的数学教学.pdf,197659,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片十三：人本主义学习理论\人本主义学习理论导向下的数学教学.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片十三：人本主义学习理论/人本主义学习理论导向下的数学教学.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片十三：人本主义学习理论/人本主义学习理论导向下的数学教学.pdf,成功,2026-04-04 19:28:07,math-teaching-resources/理论卡片,理论文献\理论卡片十三：人本主义学习理论\人本主义学习理论导向下的数学教学.pdf
人本主义学习理论述评.pdf,58097,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片十三：人本主义学习理论\人本主义学习理论述评.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片十三：人本主义学习理论/人本主义学习理论述评.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片十三：人本主义学习理论/人本主义学习理论述评.pdf,成功,2026-04-04 19:28:07,math-teaching-resources/理论卡片,理论文献\理论卡片十三：人本主义学习理论\人本主义学习理论述评.pdf
应用人本主义学习理论对数学作业进行的改革.pdf,106669,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片十三：人本主义学习理论\应用人本主义学习理论对数学作业进行的改革.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片十三：人本主义学习理论/应用人本主义学习理论对数学作业进行的改革.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片十三：人本主义学习理论/应用人本主义学习理论对数学作业进行的改革.pdf,成功,2026-04-04 19:28:07,math-teaching-resources/理论卡片,理论文献\理论卡片十三：人本主义学习理论\应用人本主义学习理论对数学作业进行的改革.pdf
浅谈人本主义学习理论对高中立体几何教学的启示.pdf,1389961,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片十三：人本主义学习理论\浅谈人本主义学习理论对高中立体几何教学的启示.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片十三：人本主义学习理论/浅谈人本主义学习理论对高中立体几何教学的启示.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片十三：人本主义学习理论/浅谈人本主义学习理论对高中立体几何教学的启示.pdf,成功,2026-04-04 19:28:08,math-teaching-resources/理论卡片,理论文献\理论卡片十三：人本主义学习理论\浅谈人本主义学习理论对高中立体几何教学的启示.pdf
“再创造”理论在高中函数概念课的运用_梁宇学.pdf,431586,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片十九：“再创造”理论\“再创造”理论在高中函数概念课的运用_梁宇学.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片十九：“再创造”理论/“再创造”理论在高中函数概念课的运用_梁宇学.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片十九：“再创造”理论/“再创造”理论在高中函数概念课的运用_梁宇学.pdf,成功,2026-04-04 19:28:08,math-teaching-resources/理论卡片,理论文献\理论卡片十九：“再创造”理论\“再创造”理论在高中函数概念课的运用_梁宇学.pdf
“再创造”理论引导下的高中数学教学设计与实践研究——以“函数的基本性质”为例_张海燕.pdf,1590422,D:\资源推荐\理论卡片\理论卡片\理论文献\理论卡片十九：“再创造”理论\“再创造”理论引导下的高中数学教学设计与实践研究——以“函数的基本性质”为例_张海燕.pdf,math-teaching-resources/理论卡片/理论文献/理论卡片十九：“再创造”理论/“再创造”理论引导下的高中数学教学设计与实践研究——以“函数的基本性质”为例_张海燕.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/理论卡片/理论文献/理论卡片十九：“再创造”理论/“再创造”理论引导下的高中数学教学设计与实践研究——以“函数的基本性质”为例_张海燕.pdf,成功,2026-04-04 19:28:09,math-teaching-resources/理论卡片,理论文献\理论卡片十九：“再创造”理论\“再创造”理论引导下的高中数学教学设计与实践研究——以“函数的基本性质”为例_张海燕.pdf
